Roll No.,G CODE,Sections
SIASUG2021-0041,MATH226,A
SIASUG2021-0041,BUSI317,A
SIASUG2021-0041,BUSI211|PSYC213,A
SIASUG2021-0068,PSYC437,A
SIASUG2021-0068,HIST328|BIOS328|LITT328|ARTS328&HIST428|BIOS428|LITT428|ARTS428,A
SIASUG2021-0068,BIOS432|CHEM432,A
SIASUG2021-0068,HIST330|SOCL330|POLT330,A
SIASUG2021-0068,PSYC440,A
SIASUG2021-0080,PHYS231,A
SIASUG2021-0080,ARTS234|PHIL234|PSYC235,A
SIASUG2021-0080,HIST339,A
SIASUG2021-0080,PHYS110,A
SIASUG2021-0080,ECON207,A
SIASUG2022-0016,ENVS328,A
SIASUG2022-0016,PSYC209,A
SIASUG2022-0016,POLT333|SOCL333,A
SIASUG2022-0016,BIOS251|HIST251,A
SIASUG2022-0016,CHEM322|BIOS322,A
SIASUG2022-0021,ECON210-A,A
SIASUG2022-0021,ENVS421,A
SIASUG2022-0021,ARTS236|LITT234,A
SIASUG2022-0021,ENVS245,A
SIASUG2022-0021,ARTS224,A
SIASUG2022-0023,CWPC601,A
SIASUG2022-0023,ENVS421,A
SIASUG2022-0023,SOCL411|POLT411,A
SIASUG2022-0023,BUSI211|PSYC213,A
SIASUG2022-0023,POLT412,A
SIASUG2022-0026,SOCL201|POLT201,A
SIASUG2022-0026,POLT334|SOCL334,A
SIASUG2022-0026,PHYS327,A
SIASUG2022-0026,CHEM207,A
SIASUG2022-0026,PHYS226,A
SIASUG2022-0052,ARTS233,A
SIASUG2022-0052,COMP329|MATH329&COMP429|MATH429,A
SIASUG2022-0052,SOCL411|POLT411,A
SIASUG2022-0052,ECON201-A,A
SIASUG2022-0052,PSYC440,A
SIASUG2022-0054,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2022-0054,SOCL201|POLT201,A
SIASUG2022-0054,PSYC345&PSYC445,A
SIASUG2022-0054,ARTS235|ENVS237,A
SIASUG2022-0054,PSYC442,A
SIASUG2022-0055,ECON315|SOCL323|BUSI312,A
SIASUG2022-0055,PSYC437,A
SIASUG2022-0055,BUSI319,A
SIASUG2022-0055,CHEM322|BIOS322,A
SIASUG2022-0055,CHEM319,A
SIASUG2022-0068,ARTS235|ENVS237,A
SIASUG2022-0068,POLT415|SOCL415,A
SIASUG2022-0068,BIOS227|ENVS227|PSYC227,A
SIASUG2022-0068,PHYS360&PHYS460,A
SIASUG2022-0068,PSYC442,A
SIASUG2022-0075,CHEM434,A
SIASUG2022-0075,ECON332&ECON432,A
SIASUG2022-0075,PHYS360&PHYS460,A
SIASUG2022-0075,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2022-0075,SOCL201|POLT201,A
SIASUG2022-0080,ENVS250|PHIL211,A
SIASUG2022-0080,POLT334|SOCL334,A
SIASUG2022-0080,PSYC208,A
SIASUG2022-0080,SOCL328,A
SIASUG2022-0080,LITT208,A
SIASUG2022-0097,ARTS235|ENVS237,A
SIASUG2022-0097,MATH305&MATH405,A
SIASUG2022-0097,MATH203,A
SIASUG2022-0097,BIOS221,A
SIASUG2022-0097,BUSI317,A
SIASUG2022-0101,CWPC601,A
SIASUG2022-0101,PHYS231,A
SIASUG2022-0101,COMP347&COMP447,A
SIASUG2022-0101,PSYC440,A
SIASUG2022-0101,PHYS345,A
SIASUG2022-0116,MATH257,A
SIASUG2022-0116,MATH305&MATH405,A
SIASUG2022-0116,PHIL214|PHIL314&PHIL414,A
SIASUG2022-0116,ENVS242|SOCL242|POLT221,A
SIASUG2022-0116,BIOS227|ENVS227|PSYC227,A
SIASUG2022-0120,POLT333|SOCL333,A
SIASUG2022-0120,HIST328|BIOS328|LITT328|ARTS328&HIST428|BIOS428|LITT428|ARTS428,A
SIASUG2022-0120,CWPC601,A
SIASUG2022-0120,COMP310&COMP410,A
SIASUG2022-0120,MATH344&MATH444,A
SIASUG2022-0130,PSYC327,A
SIASUG2022-0130,COMP310&COMP410,A
SIASUG2022-0130,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2022-0130,COMP203,A
SIASUG2022-0130,PSYC345&PSYC445,A
SIASUG2022-0146,CWPC601,A
SIASUG2022-0146,CHEM321,A
SIASUG2022-0146,MATH257,A
SIASUG2022-0146,PHYS216|COMP216,A
SIASUG2022-0146,ARTS236|LITT234,A
SIASUG2022-0148,PSYC209,A
SIASUG2022-0148,CHEM434,A
SIASUG2022-0148,HIST326&HIST426,A
SIASUG2022-0148,MATH344&MATH444,A
SIASUG2022-0148,BUSI317,A
SIASUG2022-0150,PSYC345&PSYC445,A
SIASUG2022-0150,ENVS245,A
SIASUG2022-0150,PHYS327,A
SIASUG2022-0150,ARTS233,A
SIASUG2022-0150,CHEM219,A
SIASUG2022-0160,ECON206,A
SIASUG2022-0160,BUSI317,A
SIASUG2022-0160,PSYC345&PSYC445,A
SIASUG2022-0160,COMP311|MATH311,A
SIASUG2022-0160,COMP332&COMP432,A
SIASUG2022-0173,BIOS227|ENVS227|PSYC227,A
SIASUG2022-0173,PSYC327,A
SIASUG2022-0173,PSYC251|SOCL251,A
SIASUG2022-0173,ENVS328,A
SIASUG2022-0173,CHEM433,A
SIASUG2022-0183,COMP328&COMP428,A
SIASUG2022-0183,MATH257,A
SIASUG2022-0183,ENVS421,A
SIASUG2022-0183,ECON332&ECON432,A
SIASUG2022-0183,ARTS236|LITT234,A
SIASUG2022-0186,COMP207,A
SIASUG2022-0186,ECON333&ECON433,A
SIASUG2022-0186,ECON209,A
SIASUG2022-0186,CHEM216,A
SIASUG2022-0186,POLT412,A
SIASUG2022-0049,BUSI319,A
SIASUG2022-0049,PHYS110,A
SIASUG2022-0049,HIST328|BIOS328|LITT328|ARTS328&HIST428|BIOS428|LITT428|ARTS428,A
SIASUG2022-0049,BUSI211|PSYC213,A
SIASUG2022-0049,COMP329|MATH329&COMP429|MATH429,A
SIASUG2021-0170,PHIL214|PHIL314&PHIL414,A
SIASUG2021-0170,ARTS234|PHIL234|PSYC235,A
SIASUG2021-0170,ECON315|SOCL323|BUSI312,A
SIASUG2021-0170,CWPC601,A
SIASUG2021-0170,ECON201-B,A
SIASUG2023-0241,ECON206,A
SIASUG2023-0241,ARTS224,A
SIASUG2023-0241,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2023-0241,COMP332&COMP432,A
SIASUG2023-0241,POLT333|SOCL333,A
SIASUG2023-0247,PHYS360&PHYS460,A
SIASUG2023-0247,CHEM216,A
SIASUG2023-0247,ECON333&ECON433,A
SIASUG2023-0247,MATH333,A
SIASUG2023-0247,PSYC437,A
SIASUG2023-0012,BUSI319,A
SIASUG2023-0012,PHYS327,A
SIASUG2023-0012,LITT208,A
SIASUG2023-0012,DATA201-B,A
SIASUG2023-0012,CHEM207,A
SIASUG2023-0120,HIST339,A
SIASUG2023-0120,ECON210-B,A
SIASUG2023-0120,CHEM321,A
SIASUG2023-0120,BUSI317,A
SIASUG2023-0120,COMP311|MATH311,A
SIASUG2023-0049,COMP328&COMP428,A
SIASUG2023-0049,ENVS245,A
SIASUG2023-0049,PHYS216|COMP216,A
SIASUG2023-0049,CHEM431,A
SIASUG2023-0049,CWPC601,A
SIASUG2023-0250,SOCL201|POLT201,A
SIASUG2023-0250,BIOS432|CHEM432,A
SIASUG2023-0250,DATA201-B,A
SIASUG2023-0250,SOCL328,A
SIASUG2023-0250,ENVS421,A
SIASUG2023-0163,BUSI317,A
SIASUG2023-0163,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2023-0163,COMP311|MATH311,A
SIASUG2023-0163,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2023-0163,MATH333,A
SIASUG2023-0041,DATA201-B,A
SIASUG2023-0041,ARTS205,A
SIASUG2023-0041,ARTS224,A
SIASUG2023-0041,HIST326&HIST426,A
SIASUG2023-0041,BIOS251|HIST251,A
SIASUG2023-0178,PHYS231,A
SIASUG2023-0178,PHYS226,A
SIASUG2023-0178,SOCL201|POLT201,A
SIASUG2023-0178,ARTS205,A
SIASUG2023-0178,COMP207,A
SIASUG2023-0149,SOCL411|POLT411,A
SIASUG2023-0149,COMP207,A
SIASUG2023-0149,BIOS306|CHEM305,A
SIASUG2023-0149,ECON206,A
SIASUG2023-0149,LITT208,A
SIASPG2023-0012,POLT334|SOCL334,A
SIASPG2023-0012,MATH344&MATH444,A
SIASPG2023-0012,ECON332&ECON432,A
SIASPG2023-0012,ARTS205,A
SIASPG2023-0012,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2021-0170,POLT203,A
SIASUG2021-0170,COMP329|MATH329&COMP429|MATH429,A
SIASUG2021-0170,PSYC327,A
SIASUG2021-0170,COMP431|ARTS431,A
SIASUG2021-0170,SOCL411|POLT411,A
SIASUG2021-0061,COMP329|MATH329&COMP429|MATH429,A
SIASUG2021-0061,COMP350,A
SIASUG2021-0061,PHIL214|PHIL314&PHIL414,A
SIASUG2021-0061,ECON332&ECON432,A
SIASUG2021-0061,CHEM319,A
SIASUG2021-0074,MATH203,A
SIASUG2021-0074,ARTS236|LITT234,A
SIASUG2021-0074,PHYS231,A
SIASUG2021-0074,SOCL411|POLT411,A
SIASUG2021-0074,COMP332&COMP432,A
SIASUG2021-0110,ECON315|SOCL323|BUSI312,A
SIASUG2021-0110,ENVS328,A
SIASUG2021-0110,HIST330|SOCL330|POLT330,A
SIASUG2021-0110,BUSI201,A
SIASUG2021-0110,PSYC208,A
SIASUG2021-0120,LITT212|ARTS232,A
SIASUG2021-0120,PSYC440,A
SIASUG2021-0120,COMP329|MATH329&COMP429|MATH429,A
SIASUG2021-0120,ENVS250|PHIL211,A
SIASUG2021-0120,CHEM207,A
SIASUG2021-0190,MATH203,A
SIASUG2021-0190,ECON209,A
SIASUG2021-0190,BUSI318,A
SIASUG2021-0190,COMP431|ARTS431,A
SIASUG2021-0190,COMP310&COMP410,A
SIASUG2021-0070,ARTS233,A
SIASUG2021-0070,BUSI211|PSYC213,A
SIASUG2021-0070,PHYS231,A
SIASUG2021-0070,ECON321&ECON421,A
SIASUG2021-0070,POLT412,A
SIASPG2023-0008,ECON333&ECON433,A
SIASPG2023-0008,ECON201-B,A
SIASPG2023-0008,ARTS234|PHIL234|PSYC235,A
SIASPG2023-0008,BIOS231|CHEM231,A
SIASPG2023-0008,BUSI211|PSYC213,A
SIASPG2023-0012,PSYC442,A
SIASPG2023-0012,MATH061&PHYS061,A
SIASPG2023-0012,ENVS242|SOCL242|POLT221,A
SIASPG2023-0012,ENVS433|HIST433|SOCL433|LITT433,A
SIASPG2023-0012,ECON321&ECON421,A
SIASPG2023-0016,COMP207,A
SIASPG2023-0016,COMP431|ARTS431,A
SIASPG2023-0016,PHYS231,A
SIASPG2023-0016,MATH333,A
SIASPG2023-0016,CHEM321,A
SIASPG2023-0018,PSYC209,A
SIASPG2023-0018,ECON332&ECON432,A
SIASPG2023-0018,BIOS306|CHEM305,A
SIASPG2023-0018,ARTS224,A
SIASPG2023-0018,COMP203,A
SIASPG2023-0021,SOCL325|ENVS325,A
SIASPG2023-0021,ECON206,A
SIASPG2023-0021,ECON210-A,A
SIASPG2023-0021,ECON210-B,A
SIASPG2023-0021,ENVS221|LITT242,A
SIASPG2023-0031,ARTS233,A
SIASPG2023-0031,COMP235,A
SIASPG2023-0031,COMP332&COMP432,A
SIASPG2023-0031,CHEM216,A
SIASPG2023-0031,HIST330|SOCL330|POLT330,A
SIASPG2023-0001,POLT415|SOCL415,A
SIASPG2023-0001,PHYS327,A
SIASPG2023-0001,ARTS234|PHIL234|PSYC235,A
SIASPG2023-0001,COMP350,A
SIASPG2023-0001,COMP203,A
SIASPG2023-0004,ECON321&ECON421,A
SIASPG2023-0004,ECON201-B,A
SIASPG2023-0004,PHIL214|PHIL314&PHIL414,A
SIASPG2023-0004,COMP311|MATH311,A
SIASPG2023-0004,SOCL328,A
SIASUG2021-0030,POLT415|SOCL415,A
SIASUG2021-0030,SOCL201|POLT201,A
SIASUG2021-0030,ENVS250|PHIL211,A
SIASUG2021-0030,ECON333&ECON433,A
SIASUG2021-0030,BUSI211|PSYC213,A
SIASUG2021-0038,CHEM319,A
SIASUG2021-0038,HIST303|PHIL315|LITT306,A
SIASUG2021-0038,CHEM431,A
SIASUG2021-0038,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2021-0038,BIOS224,A
SIASUG2021-0075,COMP311|MATH311,A
SIASUG2021-0075,ECON333&ECON433,A
SIASUG2021-0075,COMP431|ARTS431,A
SIASUG2021-0075,BIOS432|CHEM432,A
SIASUG2021-0075,ECON332&ECON432,A
SIASUG2021-0088,ARTS236|LITT234,A
SIASUG2021-0088,MATH257,A
SIASUG2021-0088,ENVS328,A
SIASUG2021-0088,POLT412,A
SIASUG2021-0088,COMP431|ARTS431,A
SIASUG2021-0113,ECON206,A
SIASUG2021-0113,ENVS245,A
SIASUG2021-0113,CHEM434,A
SIASUG2021-0113,POLT412,A
SIASUG2021-0113,COMP235,A
SIASUG2021-0115,MATH355&MATH455,A
SIASUG2021-0115,PHYS231,A
SIASUG2021-0115,MATH191|COMP201,A
SIASUG2021-0115,ENVS421,A
SIASUG2021-0115,ENVS328,A
SIASUG2021-0121,BIOS231|CHEM231,A
SIASUG2021-0121,ECON201-B,A
SIASUG2021-0121,COMP431|ARTS431,A
SIASUG2021-0121,ENVS221|LITT242,A
SIASUG2021-0121,POLT333|SOCL333,A
SIASUG2021-0131,ARTS235|ENVS237,A
SIASUG2021-0131,BIOS432|CHEM432,A
SIASUG2021-0131,PHYS216|COMP216,A
SIASUG2021-0131,SOCL201|POLT201,A
SIASUG2021-0131,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2021-0164,ARTS235|ENVS237,A
SIASUG2021-0164,BIOS409|ENVS409,A
SIASUG2021-0164,MATH061&PHYS061,A
SIASUG2021-0164,ECON321&ECON421,A
SIASUG2021-0164,COMP347&COMP447,A
SIASUG2021-0192,CWPC601,A
SIASUG2021-0192,CHEM207,A
SIASUG2021-0192,ARTS224,A
SIASUG2021-0192,PHIL214|PHIL314&PHIL414,A
SIASUG2021-0192,BUSI211|PSYC213,A
SIASUG2022-0008,SOCL325|ENVS325,A
SIASUG2022-0008,ECON210-B,A
SIASUG2022-0008,ARTS236|LITT234,A
SIASUG2022-0008,CHEM322|BIOS322,A
SIASUG2022-0008,ENVS221|LITT242,A
SIASUG2022-0009,PHYS443,A
SIASUG2022-0009,ARTS235|ENVS237,A
SIASUG2022-0009,ENVS250|PHIL211,A
SIASUG2022-0009,SOCL201|POLT201,A
SIASUG2022-0009,COMP310&COMP410,A
SIASUG2022-0011,ECON210-B,A
SIASUG2022-0011,COMP332&COMP432,A
SIASUG2022-0011,ECON332&ECON432,A
SIASUG2022-0011,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2022-0011,MATH061&PHYS061,A
SIASUG2022-0019,MATH061&PHYS061,A
SIASUG2022-0019,PSYC437,A
SIASUG2022-0019,CHEM207,A
SIASUG2022-0019,MATH203,A
SIASUG2022-0019,ECON210-A,A
SIASUG2022-0025,HIST330|SOCL330|POLT330,A
SIASUG2022-0025,LITT208,A
SIASUG2022-0025,BIOS231|CHEM231,A
SIASUG2022-0025,BUSI201,A
SIASUG2022-0025,ECON333&ECON433,A
SIASUG2022-0030,ENVS250|PHIL211,A
SIASUG2022-0030,BIOS231|CHEM231,A
SIASUG2022-0030,ENVS242|SOCL242|POLT221,A
SIASUG2022-0030,BIOS227|ENVS227|PSYC227,A
SIASUG2022-0030,ECON206,A
SIASUG2022-0031,PHYS360&PHYS460,A
SIASUG2022-0031,ENVS250|PHIL211,A
SIASUG2022-0031,BIOS224,A
SIASUG2022-0031,COMP350,A
SIASUG2022-0031,CHEM207,A
SIASUG2022-0034,BIOS251|HIST251,A
SIASUG2022-0034,PHYS443,A
SIASUG2022-0034,BIOS409|ENVS409,A
SIASUG2022-0034,PHYS360&PHYS460,A
SIASUG2022-0034,ENVS221|LITT242,A
SIASUG2022-0037,COMP311|MATH311,A
SIASUG2022-0037,PSYC209,A
SIASUG2022-0037,SOCL328,A
SIASUG2022-0037,BIOS221,A
SIASUG2022-0037,MATH257,A
SIASUG2022-0039,BIOS409|ENVS409,A
SIASUG2022-0039,ECON321&ECON421,A
SIASUG2022-0039,HIST314|SOCL351|POLT351,A
SIASUG2022-0039,ARTS233,A
SIASUG2022-0039,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2022-0046,MATH333,A
SIASUG2022-0046,ECON210-B,A
SIASUG2022-0046,COMP235,A
SIASUG2022-0046,LITT212|ARTS232,A
SIASUG2022-0046,MATH305&MATH405,A
SIASUG2022-0050,ECON210-A,A
SIASUG2022-0050,SOCL201|POLT201,A
SIASUG2022-0050,ECON315|SOCL323|BUSI312,A
SIASUG2022-0050,PSYC208,A
SIASUG2022-0050,PHYS311,A
SIASUG2022-0059,BUSI317,A
SIASUG2022-0059,PSYC209,A
SIASUG2022-0059,ARTS224,A
SIASUG2022-0059,CWPC601,A
SIASUG2022-0059,BIOS227|ENVS227|PSYC227,A
SIASUG2022-0061,MATH344&MATH444,A
SIASUG2022-0061,PSYC437,A
SIASUG2022-0061,CHEM322|BIOS322,A
SIASUG2022-0061,BUSI201,A
SIASUG2022-0061,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2022-0063,BUSI317,A
SIASUG2022-0063,SOCL328,A
SIASUG2022-0063,CHEM440,A
SIASUG2022-0063,PHYS360&PHYS460,A
SIASUG2022-0063,PSYC327,A
SIASUG2022-0066,PSYC327,A
SIASUG2022-0066,MATH191|COMP201,A
SIASUG2022-0066,PHYS360&PHYS460,A
SIASUG2022-0066,PSYC208,A
SIASUG2022-0066,ENVS245,A
SIASUG2022-0072,PHYS443,A
SIASUG2022-0072,COMP328&COMP428,A
SIASUG2022-0072,ECON206,A
SIASUG2022-0072,MATH344&MATH444,A
SIASUG2022-0072,BIOS409|ENVS409,A
SIASUG2022-0102,CHEM440,A
SIASUG2022-0102,ARTS224,A
SIASUG2022-0102,COMP332&COMP432,A
SIASUG2022-0102,HIST330|SOCL330|POLT330,A
SIASUG2022-0102,SOCL328,A
SIASUG2022-0103,POLT334|SOCL334,A
SIASUG2022-0103,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2022-0103,BIOS306|CHEM305,A
SIASUG2022-0103,SOCL411|POLT411,A
SIASUG2022-0103,PHYS226,A
SIASUG2022-0105,LITT212|ARTS232,A
SIASUG2022-0105,CHEM440,A
SIASUG2022-0105,HIST303|PHIL315|LITT306,A
SIASUG2022-0105,MATH355&MATH455,A
SIASUG2022-0105,BIOS432|CHEM432,A
SIASUG2022-0111,SOCL325|ENVS325,A
SIASUG2022-0111,ECON315|SOCL323|BUSI312,A
SIASUG2022-0111,COMP310&COMP410,A
SIASUG2022-0111,BUSI317,A
SIASUG2022-0111,CHEM207,A
SIASUG2022-0114,ECON209,A
SIASUG2022-0114,BUSI201,A
SIASUG2022-0114,MATH257,A
SIASUG2022-0114,HIST303|PHIL315|LITT306,A
SIASUG2022-0114,ARTS235|ENVS237,A
SIASUG2022-0115,MATH203,A
SIASUG2022-0115,COMP350,A
SIASUG2022-0115,BIOS306|CHEM305,A
SIASUG2022-0115,BUSI318,A
SIASUG2022-0115,ENVS221|LITT242,A
SIASUG2022-0117,BIOS251|HIST251,A
SIASUG2022-0117,HIST330|SOCL330|POLT330,A
SIASUG2022-0117,COMP329|MATH329&COMP429|MATH429,A
SIASUG2022-0117,PHYS110,A
SIASUG2022-0117,CHEM322|BIOS322,A
SIASUG2022-0121,PHYS360&PHYS460,A
SIASUG2022-0121,ECON206,A
SIASUG2022-0121,POLT333|SOCL333,A
SIASUG2022-0121,PSYC442,A
SIASUG2022-0121,PHYS226,A
SIASUG2022-0122,PHYS226,A
SIASUG2022-0122,COMP311|MATH311,A
SIASUG2022-0122,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2022-0122,PHYS231,A
SIASUG2022-0122,PHYS216|COMP216,A
SIASUG2022-0125,BIOS224,A
SIASUG2022-0125,ARTS205,A
SIASUG2022-0125,PHYS327,A
SIASUG2022-0125,BIOS409|ENVS409,A
SIASUG2022-0125,HIST326&HIST426,A
SIASUG2022-0126,ENVS328,A
SIASUG2022-0126,COMP328&COMP428,A
SIASUG2022-0126,SOCL201|POLT201,A
SIASUG2022-0126,MATH355&MATH455,A
SIASUG2022-0126,SOCL411|POLT411,A
SIASUG2022-0132,CHEM207,A
SIASUG2022-0132,BIOS231|CHEM231,A
SIASUG2022-0132,COMP235,A
SIASUG2022-0132,BIOS221,A
SIASUG2022-0132,MATH333,A
SIASUG2022-0142,CWPC601,A
SIASUG2022-0142,SOCL325|ENVS325,A
SIASUG2022-0142,BUSI318,A
SIASUG2022-0142,MATH191|COMP201,A
SIASUG2022-0142,MATH203,A
SIASUG2022-0154,COMP310&COMP410,A
SIASUG2022-0154,ENVS242|SOCL242|POLT221,A
SIASUG2022-0154,CHEM322|BIOS322,A
SIASUG2022-0154,MATH061&PHYS061,A
SIASUG2022-0154,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2022-0161,ECON321&ECON421,A
SIASUG2022-0161,PHYS311,A
SIASUG2022-0161,POLT205,A
SIASUG2022-0161,PHIL214|PHIL314&PHIL414,A
SIASUG2022-0161,COMP329|MATH329&COMP429|MATH429,A
SIASUG2022-0178,CHEM431,A
SIASUG2022-0178,ECON207,A
SIASUG2022-0178,PHYS226,A
SIASUG2022-0178,ECON201-A,A
SIASUG2022-0178,POLT203,A
SIASUG2022-0184,BIOS227|ENVS227|PSYC227,A
SIASUG2022-0184,MATH226,A
SIASUG2022-0184,PSYC208,A
SIASUG2022-0184,ARTS235|ENVS237,A
SIASUG2022-0184,PHYS110,A
SIASUG2022-0192,BUSI211|PSYC213,A
SIASUG2022-0192,ARTS205,A
SIASUG2022-0192,CHEM434,A
SIASUG2022-0192,POLT203,A
SIASUG2022-0192,CHEM433,A
SIASUG2021-0035,BUSI201,A
SIASUG2021-0035,PHIL214|PHIL314&PHIL414,A
SIASUG2021-0035,HIST303|PHIL315|LITT306,A
SIASUG2021-0035,ENVS242|SOCL242|POLT221,A
SIASUG2021-0035,ECON210-B,A
SIASPG2023-0005,MATH226,A
SIASPG2023-0005,PHYS226,A
SIASPG2023-0005,ARTS234|PHIL234|PSYC235,A
SIASPG2023-0005,ECON333&ECON433,A
SIASPG2023-0005,BUSI319,A
SIASPG2023-0013,ARTS205,A
SIASPG2023-0013,ECON315|SOCL323|BUSI312,A
SIASPG2023-0013,MATH257,A
SIASPG2023-0013,PHYS327,A
SIASPG2023-0013,COMP350,A
SIASPG2023-0028,COMP329|MATH329&COMP429|MATH429,A
SIASPG2023-0028,DATA201-B,A
SIASPG2023-0028,HIST314|SOCL351|POLT351,A
SIASPG2023-0028,PHYS231,A
SIASPG2023-0028,CHEM319,A
SIASUG2020-0063,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2020-0063,HIST314|SOCL351|POLT351,A
SIASUG2020-0063,COMP311|MATH311,A
SIASUG2020-0063,COMP203,A
SIASUG2020-0063,HIST303|PHIL315|LITT306,A
SIASUG2021-0001,BIOS409|ENVS409,A
SIASUG2021-0001,ECON332&ECON432,A
SIASUG2021-0001,COMP329|MATH329&COMP429|MATH429,A
SIASUG2021-0001,SOCL328,A
SIASUG2021-0001,COMP235,A
SIASUG2021-0003,PSYC437,A
SIASUG2021-0003,ARTS234|PHIL234|PSYC235,A
SIASUG2021-0003,HIST303|PHIL315|LITT306,A
SIASUG2021-0003,PHYS231,A
SIASUG2021-0003,CWPC601,A
SIASUG2021-0013,BIOS251|HIST251,A
SIASUG2021-0013,PHYS110,A
SIASUG2021-0013,ENVS421,A
SIASUG2021-0013,ENVS242|SOCL242|POLT221,A
SIASUG2021-0013,ENVS250|PHIL211,A
SIASUG2021-0016,HIST330|SOCL330|POLT330,A
SIASUG2021-0016,CHEM440,A
SIASUG2021-0016,MATH061&PHYS061,A
SIASUG2021-0016,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2021-0016,PHYS360&PHYS460,A
SIASUG2021-0019,LITT212|ARTS232,A
SIASUG2021-0019,CHEM434,A
SIASUG2021-0019,BIOS432|CHEM432,A
SIASUG2021-0019,ECON321&ECON421,A
SIASUG2021-0019,CHEM431,A
SIASUG2021-0022,PSYC345&PSYC445,A
SIASUG2021-0022,PHYS345,A
SIASUG2021-0022,CHEM207,A
SIASUG2021-0022,BIOS409|ENVS409,A
SIASUG2021-0022,COMP347&COMP447,A
SIASUG2021-0023,DATA201-B,A
SIASUG2021-0023,MATH061&PHYS061,A
SIASUG2021-0023,DATA201-A,A
SIASUG2021-0023,ARTS205,A
SIASUG2021-0023,ECON332&ECON432,A
SIASUG2021-0027,BUSI201,A
SIASUG2021-0027,ENVS250|PHIL211,A
SIASUG2021-0027,HIST330|SOCL330|POLT330,A
SIASUG2021-0027,ARTS235|ENVS237,A
SIASUG2021-0027,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2021-0030,LITT212|ARTS232,A
SIASUG2021-0030,ECON201-B,A
SIASUG2021-0030,HIST330|SOCL330|POLT330,A
SIASUG2021-0030,PHYS443,A
SIASUG2021-0030,DATA201-A,A
SIASUG2021-0033,ECON333&ECON433,A
SIASUG2021-0033,PHYS216|COMP216,A
SIASUG2021-0033,BUSI211|PSYC213,A
SIASUG2021-0033,SOCL201|POLT201,A
SIASUG2021-0033,ENVS245,A
SIASUG2021-0038,COMP310&COMP410,A
SIASUG2021-0038,DATA201-B,A
SIASUG2021-0038,POLT205,A
SIASUG2021-0038,BIOS306|CHEM305,A
SIASUG2021-0038,COMP329|MATH329&COMP429|MATH429,A
SIASUG2021-0039,COMP203,A
SIASUG2021-0039,ARTS235|ENVS237,A
SIASUG2021-0039,CHEM319,A
SIASUG2021-0039,COMP431|ARTS431,A
SIASUG2021-0039,POLT334|SOCL334,A
SIASUG2021-0051,MATH344&MATH444,A
SIASUG2021-0051,PSYC345&PSYC445,A
SIASUG2021-0051,SOCL201|POLT201,A
SIASUG2021-0051,MATH333,A
SIASUG2021-0051,ECON315|SOCL323|BUSI312,A
SIASUG2021-0065,POLT203,A
SIASUG2021-0065,ENVS328,A
SIASUG2021-0065,POLT205,A
SIASUG2021-0065,BIOS224,A
SIASUG2021-0065,COMP431|ARTS431,A
SIASUG2021-0067,ECON201-B,A
SIASUG2021-0067,ENVS242|SOCL242|POLT221,A
SIASUG2021-0067,CHEM321,A
SIASUG2021-0067,CHEM433,A
SIASUG2021-0067,ARTS235|ENVS237,A
SIASUG2021-0069,DATA201-A,A
SIASUG2021-0069,ENVS421,A
SIASUG2021-0069,SOCL201|POLT201,A
SIASUG2021-0069,ECON210-A,A
SIASUG2021-0069,ECON201-B,A
SIASUG2021-0071,COMP350,A
SIASUG2021-0071,DATA201-A,A
SIASUG2021-0071,POLT333|SOCL333,A
SIASUG2021-0071,ARTS236|LITT234,A
SIASUG2021-0071,COMP310&COMP410,A
SIASUG2021-0075,ARTS236|LITT234,A
SIASUG2021-0075,COMP347&COMP447,A
SIASUG2021-0075,PSYC327,A
SIASUG2021-0075,MATH257,A
SIASUG2021-0075,PSYC209,A
SIASUG2021-0082,DATA201-B,A
SIASUG2021-0082,PHYS226,A
SIASUG2021-0082,ECON210-B,A
SIASUG2021-0082,ARTS235|ENVS237,A
SIASUG2021-0082,HIST330|SOCL330|POLT330,A
SIASUG2021-0085,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2021-0085,ARTS235|ENVS237,A
SIASUG2021-0085,DATA201-A,A
SIASUG2021-0085,ARTS236|LITT234,A
SIASUG2021-0085,MATH257,A
